,Room,Day,Class No,Start Time,End Time,Weeks,lesson_type,size,module_code
6877,MD6-01-02,Thursday,17,1000,1200,"1, 2, 5, 6, 9, 10",Tutorial,12,NUR2204C
6878,MD6-01-02,Thursday,20,1000,1200,"1, 2, 5, 6, 9, 10",Tutorial,10,NUR2204C
6879,MD6-01-02,Thursday,19,1000,1200,"1, 2, 5, 6, 9, 10",Tutorial,10,NUR2204C
6880,MD6-01-02,Thursday,18,1000,1200,"1, 2, 5, 6, 9, 10",Tutorial,12,NUR2204C
6881,MD6-01-02,Thursday,9,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,21,NUR3117A
6882,MD6-01-02,Thursday,10,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,21,NUR3117A
6883,MD6-01-02,Tuesday,1,1400,1730,"start, end",Lecture,100,PHM5009
6884,MD6-01-02,Tuesday,1,0900,1230,"start, end",Lecture,100,PHM5009
6885,MD6-01-02,Tuesday,3,1600,1800,"4, 5",Tutorial,56,NUR4101B
6886,MD6-01-02,Tuesday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,22,NUR3117A
6887,MD6-01-02,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,22,NUR3117A
6888,MD6-01-02,Tuesday,11,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,21,NUR3117A
6889,MD6-01-02,Tuesday,4,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,21,NUR3117A
6890,MD6-01-02,Tuesday,13,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,21,NUR3117A
6891,MD6-01-02,Tuesday,12,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,21,NUR3117A
6892,MD6-01-02,Tuesday,3,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,22,NUR3117A
6893,MD6-01-02,Tuesday,14,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10",Tutorial,21,NUR3117A
6894,MD6-01-02,Friday,16,1400,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12",Tutorial,12,NUR2113
6895,MD6-01-02,Friday,14,1400,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12",Tutorial,12,NUR2113
6896,MD6-01-02,Friday,22,1600,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12",Tutorial,12,NUR2113
6897,MD6-01-02,Friday,13,1400,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12",Tutorial,12,NUR2113
6898,MD6-01-02,Friday,23,1600,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12",Tutorial,12,NUR2113
6899,MD6-01-02,Friday,21,1600,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12",Tutorial,12,NUR2113
6900,MD6-01-02,Friday,24,1600,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12",Tutorial,12,NUR2113
6901,MD6-01-02,Friday,15,1400,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12",Tutorial,12,NUR2113
6902,MD6-01-02,Friday,2,1000,1200,"1, 3, 5, 7, 9, 13",Tutorial,21,NUR3119
6903,MD6-01-02,Friday,3,0800,1000,"1, 3, 5, 7, 9, 13",Tutorial,21,NUR3119
6904,MD6-01-02,Friday,18,1000,1200,"2, 4, 6, 8, 10, 12",Tutorial,21,NUR3119
6905,MD6-01-02,Friday,17,1000,1200,"2, 4, 6, 8, 10, 12",Tutorial,21,NUR3119
6906,MD6-01-02,Friday,6,0800,1000,"2, 4, 6, 8, 10, 12",Tutorial,21,NUR3119
6907,MD6-01-02,Friday,5,0800,1000,"2, 4, 6, 8, 10, 12",Tutorial,21,NUR3119
6908,MD6-01-02,Friday,1,1000,1200,"1, 3, 5, 7, 9, 13",Tutorial,21,NUR3119
6909,MD6-01-02,Friday,4,0800,1000,"1, 3, 5, 7, 9, 13",Tutorial,21,NUR3119
6910,S16-0304,Wednesday,1,1400,1700,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PHM5008
6911,S16-0304,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,MA3201
6912,S16-0304,Wednesday,11,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA2001
6913,S16-0304,Wednesday,10,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA2001
6914,S16-0304,Monday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,SP3176
6915,S16-0304,Monday,1,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CM3121
6916,S16-0304,Monday,1,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,32,DSA3102
6917,S16-0304,Monday,2,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,32,DSA3102
6918,S16-0304,Monday,2,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA1100T
6919,S16-0304,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,PC2421
6920,S16-0304,Friday,1,1200,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,LSM4260
6921,S16-0304,Friday,1,1200,1600,1,Laboratory,30,LSM4260
6922,S16-0304,Friday,12,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA2311
6923,S16-0304,Friday,13,1800,1900,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA2311
6924,S16-0304,Friday,11,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA2311
6925,S16-0304,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,MA3201
6926,S16-0304,Thursday,2,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CM3141
6927,S16-0304,Thursday,1,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA4235
6928,S16-0304,Thursday,16,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA1521
6929,S16-0304,Thursday,17,1500,1600,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA1521
6930,S16-0304,Thursday,2,1800,1900,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,QF4103
6931,S16-0304,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,PC2421
6932,S16-0304,Tuesday,1,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA3236
6933,S16-0304,Tuesday,3,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA3236
6934,S16-0304,Tuesday,3,1400,1500,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA3264
6935,S16-0304,Tuesday,8,0900,1000,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA1522
6936,S16-0304,Tuesday,10,1100,1200,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA1522
6937,S16-0304,Tuesday,9,1000,1100,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA1522
6938,S16-0304,Tuesday,12,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA1522
6939,S16-0304,Tuesday,11,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA1522
6940,LT35-01-01,Friday,1,0900,1200,"1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13",Lecture,100,PHM5004
6941,MD11-01-07,Thursday,1,1100,1300,"1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13",Lecture,100,PHM5018
6942,MD11-01-07,Monday,1,1100,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PHM5018
6943,LT31,Thursday,1,1600,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,LSM3246
6944,LT31,Thursday,1,1600,1800,1,Tutorial,100,LSM3246
6945,LT31,Thursday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,MA3264
6946,LT31,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,72,PC2174A
6947,LT31,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,HSI2014
6948,LT31,Thursday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,ST5203
6949,LT31,Tuesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,LSM2251
6950,LT31,Tuesday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,CM2133
6951,LT31,Tuesday,1,1500,1600,"3, 5, 7, 9, 11",Tutorial,200,PC1201
6952,LT31,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,HSI2014
6953,LT31,Tuesday,2,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,ST5201X
6954,LT31,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,HSI2007
6955,LT31,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,LSM2252
6956,LT31,Wednesday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,CM1417
6957,LT31,Wednesday,2,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,QF5209
6958,LT31,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,QF3101
6959,LT31,Wednesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,PC5102
6960,LT31,Friday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,CM1417
6961,LT31,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,QF3101
6962,LT31,Friday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,PC5228
6963,LT31,Friday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,ST5225
6964,LT31,Friday,1,1800,1900,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,120,FST5226
6965,LT31,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,FST5226
6966,LT31,Monday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,CM2143
6967,LT31,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,120,MA3264
6968,LT31,Monday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,PC5205
6969,LT31,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,72,PC2174A
6970,LT31,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,HSI2011
6971,LT31,Monday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,ST5201X
6972,LT31,Saturday,1,1000,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,DSA5102
6973,LT28,Thursday,1,1200,1400,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,250,LSM3210A
6974,LT28,Thursday,1,1200,1400,1,Tutorial,250,LSM3210A
6975,LT28,Thursday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,LSM3217
6976,LT28,Thursday,1,1400,1600,"1, 2, 3, 4, 5, 6",Lecture,60,SP2402
6977,LT28,Thursday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,160,DSA5101
6978,LT28,Thursday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,MA3220
6979,LT28,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,300,DSA1101
6980,LT28,Friday,1,1400,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,70,LSM3212
6981,LT28,Friday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,MA1100
6982,LT28,Friday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,322,QF1100
6983,LT28,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,PC1101
6984,LT28,Tuesday,1,0800,1000,1,Tutorial,100,LSM3217
6985,LT28,Tuesday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,LSM3217
6986,LT28,Tuesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,MA1100
6987,LT28,Tuesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,322,QF1100
6988,LT28,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,PC1101
6989,LT28,Tuesday,1,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,75,FST3107
6990,LT28,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,FST3107
6991,LT28,Monday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,300,LSM1301
6992,LT28,Monday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,QF5212
6993,LT28,Monday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,MA3220
6994,LT28,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,300,MA2001
6995,LT28,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Packaged Lecture,80,PHS3101
6996,LT28,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,160,PR1154
6997,LT28,Wednesday,1,1400,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,180,CM5263
6998,LT28,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,HSI2006
6999,LT28,Wednesday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,300,MA2001
7000,LT28,Wednesday,1,1800,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,DSA4264
7001,S14-0619,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,LSM3245
7002,S14-0619,Thursday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,LSM4213
7003,S14-0619,Thursday,3,1300,1400,"3, 5, 6, 8, 10",Tutorial,42,HSI2014
7004,S14-0619,Thursday,4,1400,1500,"3, 5, 6, 8, 10",Tutorial,42,HSI2014
7005,S14-0619,Thursday,1,2000,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,FST5301A
7006,S14-0619,Thursday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,FST5301A
7007,S14-0619,Monday,1,1000,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,LSM3245
7008,S14-0619,Monday,1,1000,1200,1,Tutorial,100,LSM3245
7009,S14-0619,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,50,HS2924
7010,S14-0619,Monday,2,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,50,HS2924
7011,S14-0619,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,SP2274
7012,S14-0619,Monday,2,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,SP2273
7013,S14-0619,Monday,2,1800,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,50,CM5198
7014,S14-0619,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,LSM4213
7015,S14-0619,Tuesday,1,1600,1800,13,Tutorial,70,LSM4213
7016,S14-0619,Tuesday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,49,SP3176
7017,S14-0619,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,PC5214
7018,S14-0619,Tuesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,PC5228
7019,S14-0619,Tuesday,1,1800,1900,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,HSI2007
7020,S14-0619,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,MA4262
7021,S14-0619,Friday,36,1200,1400,"4, 6, 10, 12",Tutorial,28,HS1501
7022,S14-0619,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,PC5205
7023,S14-0619,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,PC5214
7024,S14-0619,Friday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,PC5253
7025,S14-0619,Wednesday,19,1000,1200,"4, 6, 10, 12",Tutorial,28,HS1501
7026,S14-0619,Wednesday,28,1200,1400,"3, 5, 9, 11",Tutorial,28,HS1501
7027,S14-0619,Wednesday,27,1000,1200,"3, 5, 9, 11",Tutorial,28,HS1501
7028,S14-0619,Wednesday,22,1200,1400,"4, 6, 10, 12",Tutorial,28,HS1501
7029,S14-0619,Wednesday,1,2000,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,70,FST5205A
7030,S14-0619,Wednesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,FST5205A
7031,S16-0307,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,48,LSM3228
7032,S16-0307,Thursday,1,0800,1800,"start, end",Lecture,24,SP2201
7033,S16-0307,Thursday,1,1200,1600,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,LSM4257
7034,S16-0307,Thursday,1,1200,1600,1,Laboratory,50,LSM4257
7035,S16-0307,Thursday,7,0900,1000,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,46,CM1102
7036,S16-0307,Thursday,3,1600,1700,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA2214
7037,S16-0307,Thursday,1,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,37,QF4103
7038,S16-0307,Thursday,1,2000,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,60,FST5227
7039,S16-0307,Thursday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,FST5227
7040,S16-0307,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,LSM3235
7041,S16-0307,Tuesday,1,0800,1800,"start, end",Lecture,24,SP2201
7042,S16-0307,Tuesday,3,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,35,QF1100
7043,S16-0307,Tuesday,4,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,35,QF1100
7044,S16-0307,Tuesday,3,1700,1800,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,QF4103
7045,S16-0307,Tuesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,PC5253
7046,S16-0307,Tuesday,1,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,ST6101
7047,S16-0307,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,LSM3235
7048,S16-0307,Friday,1,1000,1200,2,Tutorial,50,LSM3235
7049,S16-0307,Friday,1,0900,1000,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,50,CM4225
7050,S16-0307,Friday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,PC3232
7051,S16-0307,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,PC2411
7052,S16-0307,Monday,1,0800,1800,"start, end",Lecture,24,SP2201
7053,S16-0307,Monday,1,1800,2000,1,Tutorial,40,BL5661
7054,S16-0307,Monday,1,1800,2000,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,BL5661
7055,S16-0307,Monday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,BL5601
7056,S16-0307,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,FST3103
7057,S16-0307,Monday,1,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,70,FST3103
7058,S16-0307,Monday,1,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,75,FST3108
7059,S16-0307,Monday,1,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,FST3108
7060,S16-0307,Wednesday,1,0800,1800,"start, end",Lecture,24,SP2201
7061,S16-0307,Wednesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,BL5661
7062,S16-0307,Wednesday,1,2000,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,BL5601
7063,S16-0307,Wednesday,1,1400,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,60,CM5212
7064,S16-0307,Wednesday,2,1300,1400,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,CM3121
7065,S16-0307,Wednesday,4,1200,1300,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,30,MA2101
7066,S16-0307,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,75,FST3111
7067,S16-0307,Wednesday,1,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,75,FST3111
7068,MD1-07-01A,Monday,1,1400,1800,"1, 3, 5, 7, 9, 11, 13",Laboratory,100,LSM3211
7069,MD1-07-01A,Thursday,1,1400,1800,"1, 3, 5, 7, 9, 11, 13",Laboratory,44,LSM3219
7070,LT33,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,LSM3211
7071,LT33,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,50,LSM4243
7072,LT33,Friday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,90,CM3111
7073,LT33,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,MA5243
7074,LT33,Friday,1,1900,2200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,150,ST5213
7075,LT33,Friday,1,0800,0900,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,165,ST4250
7076,LT33,Friday,1,0900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,165,ST4250
7077,LT33,Wednesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,LSM4221
7078,LT33,Wednesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,100,MA5243
7079,LT33,Wednesday,1,0800,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,160,PR2153
7080,LT33,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,200,HSI2011
7081,LT33,Wednesday,1,2000,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,80,FST5225
7082,LT33,Wednesday,1,1800,2000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,FST5225
7083,LT33,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,70,LSM3212
7084,LT33,Monday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,240,LSM2107
7085,LT33,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,80,CM2112
