Room,Day,Class No,Start Time,End Time,Weeks,lesson_type,size,module_code,module_entities,relationships
MD6-03-01G,Tuesday,18C,1300,1700,13,Laboratory,7,NUR3120,"[('NUR3120', 'MODULE')]",[]
YSTCM-COM,Monday,1,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA1101,"[('MUA1101', 'MODULE')]",[]
YSTCM-COM,Thursday,1,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA2101,"[('MUA2101', 'MODULE')]",[]
YSTCM-OH,Thursday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,40,MUA1107/​MUA1108/​MUA2107/​MUA2108/​MUA3107/​MUA3108/​MUA4107/​MUA4108/​MUA4208/​MUA4207/​MUA4202/​MUA4201,"[('MUA1107/\u200bMUA1108/\u200bMUA2107/\u200bMUA2108/\u200bMUA3107/\u200bMUA3108/\u200bMUA4107/\u200bMUA4108/\u200bMUA4208/\u200bMUA4207/\u200bMUA4202/\u200bMUA4201', 'MODULE')]",[]
YSTCM-OH,Monday,1,1500,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,40,MUA1107/​MUA1108/​MUA2107/​MUA2108/​MUA3107/​MUA3108/​MUA4107/​MUA4108/​MUA4208/​MUA4207/​MUA4202/​MUA4201,"[('MUA1107/\u200bMUA1108/\u200bMUA2107/\u200bMUA2108/\u200bMUA3107/\u200bMUA3108/\u200bMUA4107/\u200bMUA4108/\u200bMUA4208/\u200bMUA4207/\u200bMUA4202/\u200bMUA4201', 'MODULE')]",[]
YSTCM-OH,Monday,1,1000,1230,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,25,MUA1192/​MUA1193/​MUA2193/​MUA2192,"[('MUA1192/\u200bMUA1193/\u200bMUA2193/\u200bMUA2192', 'MODULE')]",[]
YSTCM-OH,Tuesday,6,1930,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3181/​MUA4181,"[('MUA3181/\u200bMUA4181', 'MODULE')]",[]
YSTCM-OH,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,5,MUA3201/​MUA3202/​MUA3117,"[('MUA3201/\u200bMUA3202/\u200bMUA3117', 'MODULE')]",[]
YSTCM-OH,Friday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,5,MUA3201/​MUA3202/​MUA3117,"[('MUA3201/\u200bMUA3202/\u200bMUA3117', 'MODULE')]",[]
YSTCM-SR7,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA1115,"[('MUA1115', 'MODULE')]",[]
YSTCM-SR7,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3177,"[('MUA3177', 'MODULE')]",[]
YSTCM-SR7,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,35,MUA3163,"[('MUA3163', 'MODULE')]",[]
YSTCM-SR7,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,MUA3230,"[('MUA3230', 'MODULE')]",[]
YSTCM-SR7,Thursday,1,1000,1100,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,20,MUA3230,"[('MUA3230', 'MODULE')]",[]
YSTCM-HALL,Wednesday,1,1200,1330,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,65,MUA1153/​MUA1154/​MUA2153/​MUA2154/​MUA3153/​MUA3154/​MUA4153/​MUA4154,"[('MUA1153/\u200bMUA1154/\u200bMUA2153/\u200bMUA2154/\u200bMUA3153/\u200bMUA3154/\u200bMUA4153/\u200bMUA4154', 'MODULE')]",[]
YSTCM-SR2,Thursday,1,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,33,MUA1163,"[('MUA1163', 'MODULE')]",[]
YSTCM-SR2,Thursday,2,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,33,MUA1163,"[('MUA1163', 'MODULE')]",[]
YSTCM-SR2,Thursday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,MUA2163,"[('MUA2163', 'MODULE')]",[]
YSTCM-SR2,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,30,MUA2163,"[('MUA2163', 'MODULE')]",[]
YSTCM-SR2,Tuesday,G02,1300,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1201,"[('EM1201', 'MODULE')]",[]
YSTCM-SR2,Tuesday,G01,1100,1300,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1201,"[('EM1201', 'MODULE')]",[]
YSTCM-SR2,Tuesday,G01,1600,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1202,"[('EM1202', 'MODULE')]",[]
YSTCM-SR2,Friday,G02,1300,1500,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1201,"[('EM1201', 'MODULE')]",[]
YSTCM-SR2,Friday,G01,1100,1300,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1201,"[('EM1201', 'MODULE')]",[]
YSTCM-SR2,Friday,G01,1600,1800,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1202,"[('EM1202', 'MODULE')]",[]
YSTCM-SR6,Tuesday,1,1900,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,30,MUA3105,"[('MUA3105', 'MODULE')]",[]
YSTCM-SR6,Tuesday,2,900,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-SR6,Tuesday,1,1100,1230,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,MUL2107,"[('MUL2107', 'MODULE')]",[]
YSTCM-SR6,Tuesday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,35,MUT2101,"[('MUT2101', 'MODULE')]",[]
YSTCM-SR6,Friday,2A,900,1000,"1, 2, 3, 6, 8, 9, 10, 12, 13",Tutorial,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-SR6,Friday,2B,1000,1100,"1, 2, 3, 6, 8, 9, 10, 12, 13",Tutorial,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-SR6,Friday,1,1100,1230,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,MUL2107,"[('MUL2107', 'MODULE')]",[]
YSTCM-SR6,Friday,2B,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,MUT2101,"[('MUT2101', 'MODULE')]",[]
YSTCM-SR6,Friday,2A,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,MUT2101,"[('MUT2101', 'MODULE')]",[]
YSTCM-SR6,Thursday,1,900,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,MUT3224,"[('MUT3224', 'MODULE')]",[]
YSTCM-SR6,Thursday,1,1900,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,MUA5105,"[('MUA5105', 'MODULE')]",[]
YSTCM-SR6,Thursday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,MUA2203,"[('MUA2203', 'MODULE')]",[]
YSTCM-SR6,Monday,1,1900,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA5163,"[('MUA5163', 'MODULE')]",[]
YSTCM-SR6,Monday,1,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,10,MUA1188/​MUA2188,"[('MUA1188/\u200bMUA2188', 'MODULE')]",[]
YSTCM-SR6,Wednesday,1,1900,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,MUH5201,"[('MUH5201', 'MODULE')]",[]
YSTCM-MLAB,Thursday,1,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA3113/​MUA3225,"[('MUA3113/\u200bMUA3225', 'MODULE')]",[]
YSTCM-MLAB,Thursday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3224,"[('MUA3224', 'MODULE')]",[]
YSTCM-MLAB,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3224,"[('MUA3224', 'MODULE')]",[]
YSTCM-WS,Tuesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3205,"[('MUA3205', 'MODULE')]",[]
YSTCM-WS,Tuesday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3206,"[('MUA3206', 'MODULE')]",[]
YSTCM-WS,Monday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3219,"[('MUA3219', 'MODULE')]",[]
YSTCM-WS,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3219,"[('MUA3219', 'MODULE')]",[]
YSTCM-WS,Friday,2B,900,1000,"1, 2, 3, 8, 9, 10",Tutorial,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-WS,Friday,2A,1000,1100,"1, 2, 3, 8, 9, 10",Tutorial,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-WS,Friday,1B,900,1000,"1, 2, 3, 8, 9, 10",Tutorial,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-WS,Friday,1A,1000,1100,"1, 2, 3, 8, 9, 10",Tutorial,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-SR8,Wednesday,2,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA4113,"[('MUA4113', 'MODULE')]",[]
YSTCM-SR8,Monday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA4113,"[('MUA4113', 'MODULE')]",[]
YSTCM-SR8,Thursday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,GEC1014,"[('GEC1014', 'MODULE')]",[]
YSTCM-SR8,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,25,GEC1014,"[('GEC1014', 'MODULE')]",[]
YSTCM-SR8,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Seminar-Style Module Class,20,MUH2204,"[('MUH2204', 'MODULE')]",[]
YSTCM-SR8,Tuesday,G02,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1180,"[('EM1180', 'MODULE')]",[]
YSTCM-SR8,Tuesday,G03,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1180,"[('EM1180', 'MODULE')]",[]
YSTCM-SR8,Tuesday,G01,1100,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1180,"[('EM1180', 'MODULE')]",[]
YSTCM-SR8,Friday,G03,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1180,"[('EM1180', 'MODULE')]",[]
YSTCM-SR8,Friday,G01,1100,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1180,"[('EM1180', 'MODULE')]",[]
YSTCM-SR8,Friday,G02,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,EM1180,"[('EM1180', 'MODULE')]",[]
YSTCM-ER3,Monday,1,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA4203,"[('MUA4203', 'MODULE')]",[]
YSTCM-ER3,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA3204,"[('MUA3204', 'MODULE')]",[]
YSTCM-SR4,Tuesday,1,1600,1730,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA4215,"[('MUA4215', 'MODULE')]",[]
YSTCM-SR4,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,MUA1223,"[('MUA1223', 'MODULE')]",[]
YSTCM-SR4,Tuesday,1,1100,1230,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,MUL2109,"[('MUL2109', 'MODULE')]",[]
YSTCM-SR4,Friday,1,1600,1730,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA4215,"[('MUA4215', 'MODULE')]",[]
YSTCM-SR4,Friday,1,1100,1230,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,MUL2109,"[('MUL2109', 'MODULE')]",[]
YSTCM-SR4,Monday,2,1000,1100,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,2,GEH1060/​GEC1023,"[('GEH1060/\u200bGEC1023', 'MODULE')]",[]
YSTCM-SR4,Monday,4,1200,1300,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,2,GEH1060/​GEC1023,"[('GEH1060/\u200bGEC1023', 'MODULE')]",[]
YSTCM-SR4,Monday,1,900,1000,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,2,GEH1060/​GEC1023,"[('GEH1060/\u200bGEC1023', 'MODULE')]",[]
YSTCM-SR4,Monday,3,1100,1200,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,2,GEH1060/​GEC1023,"[('GEH1060/\u200bGEC1023', 'MODULE')]",[]
YSTCM-SR4,Thursday,1,1300,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUT4201,"[('MUT4201', 'MODULE')]",[]
YSTCM-SR4,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,15,MUT3222,"[('MUT3222', 'MODULE')]",[]
YSTCM-RECS,Monday,1,1400,1630,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA1170,"[('MUA1170', 'MODULE')]",[]
YSTCM-RECS,Monday,1,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA1172,"[('MUA1172', 'MODULE')]",[]
YSTCM-RECS,Thursday,1,1400,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA2170,"[('MUA2170', 'MODULE')]",[]
YSTCM-RECS,Thursday,1,1900,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,MUA3271,"[('MUA3271', 'MODULE')]",[]
YSTCM-RECS,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA2172,"[('MUA2172', 'MODULE')]",[]
YSTCM-RECS,Friday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA2178,"[('MUA2178', 'MODULE')]",[]
YSTCM-SR3,Tuesday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,MUA3213,"[('MUA3213', 'MODULE')]",[]
YSTCM-SR3,Tuesday,1,900,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,40,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-SR3,Tuesday,1,1100,1230,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,12,MUL1105,"[('MUL1105', 'MODULE')]",[]
YSTCM-SR3,Tuesday,1,1900,2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA5264,"[('MUA5264', 'MODULE')]",[]
YSTCM-SR3,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,35,MUT2101,"[('MUT2101', 'MODULE')]",[]
YSTCM-SR3,Friday,1A,900,1000,"1, 2, 3, 6, 8, 9, 10, 12, 13",Tutorial,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-SR3,Friday,1B,1000,1100,"1, 2, 3, 6, 8, 9, 10, 12, 13",Tutorial,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-SR3,Friday,1,1100,1230,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,12,MUL1105,"[('MUL1105', 'MODULE')]",[]
YSTCM-SR3,Friday,1A,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,MUT2101,"[('MUT2101', 'MODULE')]",[]
YSTCM-SR3,Friday,1B,1500,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,18,MUT2101,"[('MUT2101', 'MODULE')]",[]
YSTCM-SR3,Thursday,1,1600,1800,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,20,MUT1201,"[('MUT1201', 'MODULE')]",[]
YSTCM-SR3,Thursday,2,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,5,GET1047/​GEX1027,"[('GET1047/\u200bGEX1027', 'MODULE')]",[]
YSTCM-SR3,Thursday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,5,GET1047/​GEX1027,"[('GET1047/\u200bGEX1027', 'MODULE')]",[]
YSTCM-SR3,Monday,1,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA2205,"[('MUA2205', 'MODULE')]",[]
YSTCM-SR3,Monday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3228,"[('MUA3228', 'MODULE')]",[]
YSTCM-SR3,Monday,1,1300,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA2210,"[('MUA2210', 'MODULE')]",[]
YSTCM-ER2,Friday,1,1200,1300,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3181/​MUA4181,"[('MUA3181/\u200bMUA4181', 'MODULE')]",[]
YSTCM-ER2,Friday,2,1000,1130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,MUA1192/​MUA1193/​MUA2193/​MUA2192,"[('MUA1192/\u200bMUA1193/\u200bMUA2193/\u200bMUA2192', 'MODULE')]",[]
YSTCM-ER2,Saturday,2,1600,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3181/​MUA4181,"[('MUA3181/\u200bMUA4181', 'MODULE')]",[]
YSTCM-ER2,Monday,TC,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-ER2,Monday,TB,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-ER2,Monday,TA,900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-ER2,Monday,1,1200,1330,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA3196/​MUA4196,"[('MUA3196/\u200bMUA4196', 'MODULE')]",[]
YSTCM-ER2,Thursday,TB,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-ER2,Thursday,TA,900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-ER2,Thursday,TC,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial Type 2,18,MUT1101,"[('MUT1101', 'MODULE')]",[]
YSTCM-ER2,Thursday,1,1200,1330,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA3196/​MUA4196,"[('MUA3196/\u200bMUA4196', 'MODULE')]",[]
YSTCM-ER2,Tuesday,B,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Workshop,18,MUT2101,"[('MUT2101', 'MODULE')]",[]
YSTCM-ER2,Tuesday,A,900,1000,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Workshop,18,MUT2101,"[('MUT2101', 'MODULE')]",[]
YSTCM-ER2,Tuesday,C,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Workshop,18,MUT2101,"[('MUT2101', 'MODULE')]",[]
YSTCM-ER2,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,20,MUA3233,"[('MUA3233', 'MODULE')]",[]
YSTCM-ER4,Tuesday,3,1800,1900,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3181/​MUA4181,"[('MUA3181/\u200bMUA4181', 'MODULE')]",[]
YSTCM-ER1,Tuesday,5,1800,1900,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,15,MUA3181/​MUA4181,"[('MUA3181/\u200bMUA4181', 'MODULE')]",[]
YSTCM-SR5,Monday,1,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA1196,"[('MUA1196', 'MODULE')]",[]
YSTCM-SR5,Monday,1,1000,1130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA3194,"[('MUA3194', 'MODULE')]",[]
YSTCM-SR5,Thursday,1,1400,1500,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA1196,"[('MUA1196', 'MODULE')]",[]
YSTCM-SR5,Thursday,1,1000,1130,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA3194,"[('MUA3194', 'MODULE')]",[]
YSTCM-RS,Thursday,1,1200,1330,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Tutorial,25,MUA1192/​MUA1193/​MUA2193/​MUA2192,"[('MUA1192/\u200bMUA1193/\u200bMUA2193/\u200bMUA2192', 'MODULE')]",[]
YSTCM-RS,Thursday,4,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,2,GEH1060/​GEC1023,"[('GEH1060/\u200bGEC1023', 'MODULE')]",[]
YSTCM-RS,Thursday,1,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,2,GEH1060/​GEC1023,"[('GEH1060/\u200bGEC1023', 'MODULE')]",[]
YSTCM-RS,Thursday,3,1100,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,2,GEH1060/​GEC1023,"[('GEH1060/\u200bGEC1023', 'MODULE')]",[]
YSTCM-RS,Thursday,2,1000,1100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,2,GEH1060/​GEC1023,"[('GEH1060/\u200bGEC1023', 'MODULE')]",[]
YSTCM-RECL,Friday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA3170,"[('MUA3170', 'MODULE')]",[]
YSTCM-RECL,Wednesday,1,1000,1200,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA4176,"[('MUA4176', 'MODULE')]",[]
YSTCM-RECL,Monday,1,1500,1700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,10,MUA4173,"[('MUA4173', 'MODULE')]",[]
YSTCM-RECL,Thursday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,10,MUA3188,"[('MUA3188', 'MODULE')]",[]
YSTCM-SR1,Thursday,2,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,5,GES1020/​GESS1015,"[('GES1020/\u200bGESS1015', 'MODULE')]",[]
YSTCM-SR1,Thursday,1,1200,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Lecture,5,GES1020/​GESS1015,"[('GES1020/\u200bGESS1015', 'MODULE')]",[]
YSTCM-SR1,Tuesday,1,1100,1230,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,20,MUH1101,"[('MUH1101', 'MODULE')]",[]
YSTCM-SR1,Tuesday,2,1230,1400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,20,MUH1101,"[('MUH1101', 'MODULE')]",[]
YSTCM-SR1,Tuesday,1,1400,1600,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,20,MUA1240,"[('MUA1240', 'MODULE')]",[]
YSTCM-SR1,Friday,1,1100,1230,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13",Sectional Teaching,20,MUH1101,"[('MUH1101', 'MODULE')]",[]
