module_entities,properties
{'YHU4104'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1800}"
{'YHU4104'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1800}"
{'YHU4104'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1800}"
{'YHU4104'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1800}"
{'YHU4104'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1800}"
{'YHU4104'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1800}"
{'YHU4104'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1800}"
{'YHU4104'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1800}"
{'YHU4104'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1800}"
{'YSS4270'},"{'Day': 'Monday', 'Start Time': 1300, 'End Time': 1430}"
{'YSC4211E'},"{'Day': 'Monday', 'Start Time': 930, 'End Time': 1100}"
{'YSS4270'},"{'Day': 'Thursday', 'Start Time': 1300, 'End Time': 1430}"
{'YSC4211E'},"{'Day': 'Thursday', 'Start Time': 930, 'End Time': 1100}"
{'YSS3202'},"{'Day': 'Monday', 'Start Time': 1430, 'End Time': 1600}"
{'YSS4227'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1030}"
{'YSS3277'},"{'Day': 'Monday', 'Start Time': 1300, 'End Time': 1430}"
{'YSS3309'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1730}"
{'YHU3400'},"{'Day': 'Monday', 'Start Time': 1030, 'End Time': 1200}"
{'YSS3202'},"{'Day': 'Thursday', 'Start Time': 1430, 'End Time': 1600}"
{'YSS4227'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1030}"
{'YSS3277'},"{'Day': 'Thursday', 'Start Time': 1300, 'End Time': 1430}"
{'YSS3309'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1730}"
{'YHU3400'},"{'Day': 'Thursday', 'Start Time': 1030, 'End Time': 1200}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4106'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YID3232'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'YID2216'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1730}"
{'YSC4211F'},"{'Day': 'Tuesday', 'Start Time': 1030, 'End Time': 1200}"
{'YHU3403'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1430}"
{'YID2216'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1730}"
{'YSC4211F'},"{'Day': 'Friday', 'Start Time': 1030, 'End Time': 1200}"
{'YHU3403'},"{'Day': 'Friday', 'Start Time': 1300, 'End Time': 1430}"
{'YSS3235'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'YSS3273'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'YSS3231'},"{'Day': 'Tuesday', 'Start Time': 1100, 'End Time': 1200}"
{'YSS3231'},"{'Day': 'Tuesday', 'Start Time': 1100, 'End Time': 1200}"
{'YSS3231'},"{'Day': 'Friday', 'Start Time': 1030, 'End Time': 1200}"
{'YSS3231'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1030}"
{'YSC4231'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1200}"
{'YCT3201'},"{'Day': 'Wednesday', 'Start Time': 1600, 'End Time': 1730}"
{'YCT3201'},"{'Day': 'Wednesday', 'Start Time': 1100, 'End Time': 1200}"
{'YSS3222'},"{'Day': 'Friday', 'Start Time': 1430, 'End Time': 1730}"
{'YSS2228'},"{'Day': 'Friday', 'Start Time': 1030, 'End Time': 1200}"
{'YSS4284'},"{'Day': 'Friday', 'Start Time': 1300, 'End Time': 1430}"
{'YSS4295'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1030}"
{'YSS3259'},"{'Day': 'Tuesday', 'Start Time': 1430, 'End Time': 1730}"
{'YSS2228'},"{'Day': 'Tuesday', 'Start Time': 1030, 'End Time': 1200}"
{'YSS4284'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1430}"
{'YSS4295'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1030}"
{'YSC4233'},"{'Day': 'Wednesday', 'Start Time': 1300, 'End Time': 1600}"
{'YHU3398'},"{'Day': 'Thursday', 'Start Time': 1030, 'End Time': 1200}"
{'YHU4279'},"{'Day': 'Thursday', 'Start Time': 1430, 'End Time': 1600}"
{'YHU3398'},"{'Day': 'Monday', 'Start Time': 1030, 'End Time': 1200}"
{'YHU4279'},"{'Day': 'Monday', 'Start Time': 1430, 'End Time': 1600}"
{'YHU4101'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'YHU4101'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'YHU4101'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'YHU4101'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'YHU4101'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'YHU4101'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'YHU4101'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'YID3231'},"{'Day': 'Tuesday', 'Start Time': 1430, 'End Time': 1600}"
{'YSC4244'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1430}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4105'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1500}"
{'YSS4226'},"{'Day': 'Monday', 'Start Time': 1030, 'End Time': 1200}"
{'YSC3267'},"{'Day': 'Monday', 'Start Time': 1430, 'End Time': 1600}"
{'YSS4226'},"{'Day': 'Thursday', 'Start Time': 1030, 'End Time': 1200}"
{'YSC3267'},"{'Day': 'Thursday', 'Start Time': 1430, 'End Time': 1600}"
{'YID3231'},"{'Day': 'Friday', 'Start Time': 1430, 'End Time': 1600}"
{'YSC4244'},"{'Day': 'Friday', 'Start Time': 1300, 'End Time': 1430}"
{'YSS4103'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1600}"
{'YSS4103'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1600}"
{'YSS4103'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1600}"
{'YSS4103'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1600}"
{'YSS4103'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1600}"
{'YSS4103'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1600}"
{'YSS4103'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1600}"
{'YSS4103'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1600}"
{'YSS3307'},"{'Day': 'Tuesday', 'Start Time': 930, 'End Time': 1230}"
{'YSC4216'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1030}"
{'YSC4216'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1030}"
{'YSS3341'},"{'Day': 'Monday', 'Start Time': 1030, 'End Time': 1200}"
{'YSS4294'},"{'Day': 'Monday', 'Start Time': 1430, 'End Time': 1730}"
{'YSS4268'},"{'Day': 'Thursday', 'Start Time': 1430, 'End Time': 1730}"
{'YSS3341'},"{'Day': 'Thursday', 'Start Time': 1030, 'End Time': 1200}"
{'YSS4211'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'YHU4278'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1430}"
{'YSS4224'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'YHU4278'},"{'Day': 'Thursday', 'Start Time': 1300, 'End Time': 1430}"
{'YSS4296'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'YSS3257'},"{'Day': 'Thursday', 'Start Time': 2100, 'End Time': 2300}"
{'YSS3366'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1030}"
{'YSS3257'},"{'Day': 'Monday', 'Start Time': 2100, 'End Time': 2300}"
{'YSS4287'},"{'Day': 'Tuesday', 'Start Time': 1300, 'End Time': 1430}"
{'YHU3402'},"{'Day': 'Tuesday', 'Start Time': 1430, 'End Time': 1730}"
{'YSS3366'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1030}"
{'YSS4287'},"{'Day': 'Friday', 'Start Time': 1300, 'End Time': 1430}"
{'YHU4243'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'YHU3377'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'YHU3382'},"{'Day': 'Wednesday', 'Start Time': 1300, 'End Time': 1600}"
{'YID3221'},"{'Day': 'Wednesday', 'Start Time': 1300, 'End Time': 1600}"
{'YSC4240'},"{'Day': 'Tuesday', 'Start Time': 1430, 'End Time': 1600}"
{'YSC4240'},"{'Day': 'Friday', 'Start Time': 1430, 'End Time': 1600}"
{'YHU2319'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1700}"
{'NHT2209'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1700}"
{'TME2151'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'TME2151'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'TME2151'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'TME2142'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'TME2142'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'TME2142'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2100}"
{'TSC3222'},"{'Day': 'Friday', 'Start Time': 2030, 'End Time': 2130}"
{'TSC3222'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2030}"
{'ES2631'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'ES2631'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'ES2631'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'ES1000'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'ES2631'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'ES2631'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'ES2631'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'ES2631'},"{'Day': 'Monday', 'Start Time': 800, 'End Time': 1000}"
{'ES2631'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'ES2631'},"{'Day': 'Tuesday', 'Start Time': 800, 'End Time': 1000}"
{'ES2631'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'ES2631'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'ES2631'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'ES2631'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'ES2631'},"{'Day': 'Wednesday', 'Start Time': 800, 'End Time': 1000}"
{'ES2631'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'ES2631'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'ES2631'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'ES2631'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'ES2631'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'TEE2028'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'TEE4204'},"{'Day': 'Friday', 'Start Time': 1800, 'End Time': 2100}"
{'TEE4204'},"{'Day': 'Wednesday', 'Start Time': 1800, 'End Time': 2100}"
{'TEE4204'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2100}"
{'CG3207'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'CG1111A'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1700}"
{'CG3207'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2100}"
{'CG1111A'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1200}"
{'CG1111A'},"{'Day': 'Wednesday', 'Start Time': 1400, 'End Time': 1700}"
{'CG1111A'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'CG1111A'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'CG1111A'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1700}"
{'CG1111A'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1700}"
{'CG1111A'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'CG1111A'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'CG1111A'},"{'Day': 'Tuesday', 'Start Time': 900, 'End Time': 1200}"
{'GEA1000N'},"{'Day': 'Wednesday', 'Start Time': 900, 'End Time': 1200}"
{'GEA1000N'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1700}"
{'NSW2001E'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'NST2054'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2000}"
{'NST2055'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'GEA1000N'},"{'Day': 'Monday', 'Start Time': 1500, 'End Time': 1800}"
{'NST2055'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'GEA1000N'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1500}"
{'NSW2001E'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'GEA1000N'},"{'Day': 'Monday', 'Start Time': 900, 'End Time': 1200}"
{'NGT2001B'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'NHS2071'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2000}"
{'GEA1000N'},"{'Day': 'Friday', 'Start Time': 900, 'End Time': 1200}"
{'NHS2065'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'NST2030'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'NST2048'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'NGT2001B'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'NPS2001D'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'NST2030'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'NHS2065'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'NST2048'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'NPS2001D'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2071'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2000}"
{'GEA1000N'},"{'Day': 'Thursday', 'Start Time': 900, 'End Time': 1200}"
{'NHS2076'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'NHS4001A'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'NHS4001B'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'NPS2001B'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'NPS2001E'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'NPS2001C'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2000}"
{'NHS4001A'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'NHS4001B'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'NPS2001E'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS4002B'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'NHS4002A'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'NPS2001B'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'NPS2001C'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2000}"
{'NHS2076'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'NHS4002B'},"{'Day': 'Wednesday', 'Start Time': 1200, 'End Time': 1400}"
{'NHS4002A'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'GEA1000N'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1900}"
{'NST2026'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'NHS2048'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2048'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2048'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'NSW2001C'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'NHS2048'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'NSW2001C'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'GEA1000N'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1500}"
{'NST2043'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'NHT2205'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'NST2026'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'NSW2001K'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2000}"
{'NST2051'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'NHS2086'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'NST2043'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'NSW2001K'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2000}"
{'NHT2205'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'NHS2086'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'NST2051'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'NST2001'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2000}"
{'NHS2053'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'NSS2001A'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2068'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'NST2001'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2000}"
{'NHS2053'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'NHS2059'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'NSS2001A'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2068'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'NHS2059'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'NST2045'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'NST2045'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2017'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'NHS2057'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2079'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'NHS2017'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'NHS2079'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'NHS2087'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'NGN2001A'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'NST2049'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'NGN2001A'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'NHT2208'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 2000}"
{'NST2049'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'NHS2087'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'NHS2057'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2050'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1600}"
{'NST2052'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'NGN2001D'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'NGN2001G'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'NGN2001G'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'NST2046'},"{'Day': 'Tuesday', 'Start Time': 1800, 'End Time': 2000}"
{'NTW2034'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2070'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'NSW2001F'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'NST2046'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2000}"
{'NTW2034'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'NHS2070'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'NST2052'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'NST2008'},"{'Day': 'Wednesday', 'Start Time': 800, 'End Time': 1200}"
{'NTW2029'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'NTW2029'},"{'Day': 'Friday', 'Start Time': 1600, 'End Time': 1800}"
{'NTW2037'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'NTW2037'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'NTW2029'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'NTW2029'},"{'Day': 'Tuesday', 'Start Time': 1600, 'End Time': 1800}"
{'NTW2037'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'NTW2037'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'NTW2032'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'NTW2032'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'NTW2038'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'NTW2038'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'NTW2032'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'NTW2032'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'NTW2038'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'NTW2038'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'NTW2031'},"{'Day': 'Wednesday', 'Start Time': 800, 'End Time': 1000}"
{'NTW2031'},"{'Day': 'Wednesday', 'Start Time': 1000, 'End Time': 1200}"
{'NTW2031'},"{'Day': 'Friday', 'Start Time': 1000, 'End Time': 1200}"
{'NTW2031'},"{'Day': 'Friday', 'Start Time': 800, 'End Time': 1000}"
{'NTW2035'},"{'Day': 'Friday', 'Start Time': 1200, 'End Time': 1400}"
{'NTW2035'},"{'Day': 'Friday', 'Start Time': 1400, 'End Time': 1600}"
{'NTW2033'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'NTW2036'},"{'Day': 'Monday', 'Start Time': 1800, 'End Time': 2000}"
{'NTW2036'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'NTW2033'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'NTW2036'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2000}"
{'NTW2036'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'NTW2035'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
{'NTW2035'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'NSW2001A'},"{'Day': 'Thursday', 'Start Time': 1000, 'End Time': 1200}"
{'NSW2001B'},"{'Day': 'Thursday', 'Start Time': 1200, 'End Time': 1400}"
{'NSW2001D'},"{'Day': 'Thursday', 'Start Time': 1600, 'End Time': 1800}"
{'NHS2063'},"{'Day': 'Thursday', 'Start Time': 1800, 'End Time': 2000}"
{'NSS2001I'},"{'Day': 'Thursday', 'Start Time': 1400, 'End Time': 1600}"
{'NSW2001A'},"{'Day': 'Monday', 'Start Time': 1000, 'End Time': 1200}"
{'NSW2001B'},"{'Day': 'Monday', 'Start Time': 1200, 'End Time': 1400}"
{'NSW2001D'},"{'Day': 'Monday', 'Start Time': 1600, 'End Time': 1800}"
{'NSS2001I'},"{'Day': 'Monday', 'Start Time': 1400, 'End Time': 1600}"
{'NGN2001D'},"{'Day': 'Tuesday', 'Start Time': 1000, 'End Time': 1200}"
{'NSW2001G'},"{'Day': 'Tuesday', 'Start Time': 1200, 'End Time': 1400}"
{'NSW2001H'},"{'Day': 'Tuesday', 'Start Time': 1400, 'End Time': 1600}"
