O*NET-SOC Code,Title,Tech_Skill
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Locking pliers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Tape measures
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Moisture meters
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Punches or nail sets or drifts
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Notebook computers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Nut drivers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Paint brushes
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Paint rollers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Paint mixers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Paint strainers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Personal computers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Hydraulic pumps
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Plaster or mortar mixers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Trowels
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Plumb bobs
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Power buffers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Power sanders
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Power saws
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Facial shields
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Putty knives
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Razor knives
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Respirators
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Safety glasses
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Pneumatic sanding machines
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Scaffolding
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Concrete spreaders
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Wallpaper roller
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Hazardous material protective apparel
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Mill saw file
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Levels
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Squeegees or washers
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Pressure or steam cleaners
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Straight edges
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Utility knives
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Wire brushes
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Accounting software
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Office suite software
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Project management software
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Spreadsheet software
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Word processing software
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Adjustable wrenches
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Air compressors
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pneumatic hammer
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pneumatic grinders
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pressure indicators
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Wire brushes
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pipe vises
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Hex keys
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Alternating current AC arc welder
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Voltage or current meters
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Augers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Levels
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Backhoes
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Ball peen hammer
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Metal band sawing machine
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Specialty wrenches
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Slings
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Bench vises
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Power grinders
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Blocks or pulleys
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Bolt cutters
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Boring or sinking machinery
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Box end wrenches
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Welder torch
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Wheel bulldozers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Blow torch
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Trenching machines
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Wire or cable cutter
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Calipers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Caulking guns
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Metal markers or holders
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Hoists
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Tongs
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Locking pliers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Power saws
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Compactors
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pullers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Power drills
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Power screwguns
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Open end wrenches
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pry bars
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Deburring tool
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Diagonal cut pliers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Threading die hand tool
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Industrial threading die
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Direct current DC arc welder
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Water pumps
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Drain or pipe cleaning equipment
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Dredgers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Drill press or radial drill
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Dump trucks
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pipe wrenches
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Track excavators
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Adjustable widemouth pliers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Explosimeters
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Tube end finisher
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Power flaring tool
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Flat hand file
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Flow sensors
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Forklifts
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Torx keys
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Gas detectors
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Hose cutter
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Gas generators
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Graders
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Hacksaw
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Tachometers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Hole saws
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Offset socket wrenches
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Hydraulic truck cranes
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Impact wrenches
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Impact hammers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Screwdrivers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Ladders
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Tracer or duplicating or contouring lathe
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Light trucks or sport utility vehicles
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Detection apparatus for non metallic objects
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Metal detectors
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Manlift or personnel lift
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pipe bending tools
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Jacks
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Tape measures
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Metal inert gas welding machine
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pipe or tube cutter
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Moisture meters
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Mud pumps
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Shovels
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Thermographs
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Ohmmeters
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Oil gun
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pipe bending mandrel
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pipe extractors
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Fluid regulators
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Laser measuring systems
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Threading machine
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pipe layer
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Gas welding or brazing or cutting apparatus
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Drain or toilet plunger
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pneumatic drill
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Spot welding machine
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Tampers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Round file
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Ratchets
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Hand reamer
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pressure or steam cleaners
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Sheet metal grooving machine
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Hammer drills
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Strap wrenches
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Safety harnesses or belts
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pneumatic sanding machines
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Scaffolding
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Sewage pumps
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Shielded metal arc welding or stick welding machine
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Sledge hammer
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Slip or groove joint pliers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Soldering iron
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Pipe reamer
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Staple guns
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Sump pumps
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Swaging tools
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Tapping machine attachment
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Inspection mirror
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Diaphragm pumps
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Square file
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Tinners snips
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Track loaders
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Integrated tool carriers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Level sensors or transmitters
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Leak testing equipment
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Tungsten inert gas welding machine
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Two way radios
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Liquid leak detectors
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Nut drivers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Dewatering pumps
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Vacuum gauges
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Bandsaw wheel
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Vibration testers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Digital camcorders or video cameras
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Water samplers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Welding masks
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Wheel loaders
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Winches
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Circuit tracers
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Spreadsheet software
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Office suite software
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Word processing software
47-3016.00,Helpers--Roofers,Hoists
47-3016.00,Helpers--Roofers,Spatulas
47-3016.00,Helpers--Roofers,Adjustable wrenches
47-3016.00,Helpers--Roofers,Air compressors
47-3016.00,Helpers--Roofers,Bituminous material distributors
47-3016.00,Helpers--Roofers,Metal cutters
47-3016.00,Helpers--Roofers,Axes
47-3016.00,Helpers--Roofers,Power blowers
47-3016.00,Helpers--Roofers,Kettle exchangers
47-3016.00,Helpers--Roofers,Roofing mop
47-3016.00,Helpers--Roofers,Blow torch
47-3016.00,Helpers--Roofers,Caulking guns
47-3016.00,Helpers--Roofers,Chalk lines
47-3016.00,Helpers--Roofers,Shears
47-3016.00,Helpers--Roofers,Power saws
47-3016.00,Helpers--Roofers,Liquid leak detectors
47-3016.00,Helpers--Roofers,Gas generators
47-3016.00,Helpers--Roofers,Hacksaw
47-3016.00,Helpers--Roofers,Power drills
47-3016.00,Helpers--Roofers,Staple guns
47-3016.00,Helpers--Roofers,Hammers
47-3016.00,Helpers--Roofers,Hand sprayers
47-3016.00,Helpers--Roofers,Paint rollers
47-3016.00,Helpers--Roofers,Saws
47-3016.00,Helpers--Roofers,Hip and ridge
47-3016.00,Helpers--Roofers,Hard hats
47-3016.00,Helpers--Roofers,Hatchets
47-3016.00,Helpers--Roofers,Heat guns
47-3016.00,Helpers--Roofers,Vacuum cleaners
47-3016.00,Helpers--Roofers,Utility knives
47-3016.00,Helpers--Roofers,Ladders
47-3016.00,Helpers--Roofers,Lifting hooks
47-3016.00,Helpers--Roofers,Manlift or personnel lift
47-3016.00,Helpers--Roofers,Broadcast spreaders
47-3016.00,Helpers--Roofers,Positioning jig
47-3016.00,Helpers--Roofers,Tape measures
47-3016.00,Helpers--Roofers,Power nail guns
47-3016.00,Helpers--Roofers,Nibblers
47-3016.00,Helpers--Roofers,Notebook computers
47-3016.00,Helpers--Roofers,Personal computers
47-3016.00,Helpers--Roofers,Pipe wrenches
47-3016.00,Helpers--Roofers,Planes
47-3016.00,Helpers--Roofers,Plaster or mortar mixers
47-3016.00,Helpers--Roofers,Power caulking guns
47-3016.00,Helpers--Roofers,Scrubbing machines
47-3016.00,Helpers--Roofers,Power buggies
47-3016.00,Helpers--Roofers,Chip Spreaders
47-3016.00,Helpers--Roofers,Lifts
47-3016.00,Helpers--Roofers,Pressure or steam cleaners
47-3016.00,Helpers--Roofers,Pry bars
47-3016.00,Helpers--Roofers,Blocks or pulleys
47-3016.00,Helpers--Roofers,Punches or nail sets or drifts
47-3016.00,Helpers--Roofers,Respirators
47-3016.00,Helpers--Roofers,Roofing brush
47-3016.00,Helpers--Roofers,Safety glasses
47-3016.00,Helpers--Roofers,Safety harnesses or belts
47-3016.00,Helpers--Roofers,Scaffolding
47-3016.00,Helpers--Roofers,Scissor lift or lift table
47-3016.00,Helpers--Roofers,Screwdrivers
47-3016.00,Helpers--Roofers,Wallpaper roller
47-3016.00,Helpers--Roofers,Shackle
47-3016.00,Helpers--Roofers,Skid steer loaders
47-3016.00,Helpers--Roofers,Bevels
47-3016.00,Helpers--Roofers,Slings
47-3016.00,Helpers--Roofers,Soldering iron
47-3016.00,Helpers--Roofers,Below the hook device
47-3016.00,Helpers--Roofers,Safety boots
47-3016.00,Helpers--Roofers,T squares
47-3016.00,Helpers--Roofers,Templates
47-3016.00,Helpers--Roofers,Tile cutter
47-3016.00,Helpers--Roofers,Tinners snips
47-3016.00,Helpers--Roofers,Trowels
47-3016.00,Helpers--Roofers,Two way radios
47-3016.00,Helpers--Roofers,Wood chisels
47-3016.00,Helpers--Roofers,Computer aided design CAD software
47-3016.00,Helpers--Roofers,Analytical or scientific software
47-3016.00,Helpers--Roofers,Data base user interface and query software
47-3016.00,Helpers--Roofers,Project management software
47-3019.00,"Helpers, Construction Trades, All Other",
47-4011.00,Construction and Building Inspectors,Desktop calculator
47-4011.00,Construction and Building Inspectors,Adjustable widemouth pliers
47-4011.00,Construction and Building Inspectors,Adjustable wrenches
47-4011.00,Construction and Building Inspectors,Air samplers or collectors
47-4011.00,Construction and Building Inspectors,Air sampling pumps
47-4011.00,Construction and Building Inspectors,Air velocity and temperature monitors
47-4011.00,Construction and Building Inspectors,GFI circuit testers
47-4011.00,Construction and Building Inspectors,Scales
47-4011.00,Construction and Building Inspectors,Surface thermometers
47-4011.00,Construction and Building Inspectors,Levels
47-4011.00,Construction and Building Inspectors,Axes
47-4011.00,Construction and Building Inspectors,Borescope inspection equipment
47-4011.00,Construction and Building Inspectors,Carbon monoxide analyzer
47-4011.00,Construction and Building Inspectors,Single gas monitors
47-4011.00,Construction and Building Inspectors,Circuit tester
47-4011.00,Construction and Building Inspectors,Multimeters
47-4011.00,Construction and Building Inspectors,Gas detectors
47-4011.00,Construction and Building Inspectors,Portable data input terminals
47-4011.00,Construction and Building Inspectors,Concrete or cement testing instruments
47-4011.00,Construction and Building Inspectors,Conductivity meters
47-4011.00,Construction and Building Inspectors,Power drills
47-4011.00,Construction and Building Inspectors,Desktop computers
47-4011.00,Construction and Building Inspectors,Digital cameras
47-4011.00,Construction and Building Inspectors,Dissolved oxygen meters
47-4011.00,Construction and Building Inspectors,Measuring wheels for distance
47-4011.00,Construction and Building Inspectors,Drafting kits or sets
47-4011.00,Construction and Building Inspectors,Distance meters
47-4011.00,Construction and Building Inspectors,Force or torque sensors
47-4011.00,Construction and Building Inspectors,Calibrated resistance measuring equipment
47-4011.00,Construction and Building Inspectors,Handheld thermometer
47-4011.00,Construction and Building Inspectors,Hydrometers
47-4011.00,Construction and Building Inspectors,Hygrometers
47-4011.00,Construction and Building Inspectors,Thermographs
47-4011.00,Construction and Building Inspectors,Inspection mirror
47-4011.00,Construction and Building Inspectors,Insulation testers
47-4011.00,Construction and Building Inspectors,Notebook computers
47-4011.00,Construction and Building Inspectors,Microfiche or microfilm viewer components or accessories
47-4011.00,Construction and Building Inspectors,Laser measuring systems
47-4011.00,Construction and Building Inspectors,Laser printers
47-4011.00,Construction and Building Inspectors,Lux or light meter
47-4011.00,Construction and Building Inspectors,Metal detectors
47-4011.00,Construction and Building Inspectors,Manometers
47-4011.00,Construction and Building Inspectors,Megohmmeters
47-4011.00,Construction and Building Inspectors,Microwave leakage meters
47-4011.00,Construction and Building Inspectors,Moisture meters
47-4011.00,Construction and Building Inspectors,Optical character recognition systems
47-4011.00,Construction and Building Inspectors,pH meters
47-4011.00,Construction and Building Inspectors,Plumb bobs
47-4011.00,Construction and Building Inspectors,Personal computers
47-4011.00,Construction and Building Inspectors,Pressure or vacuum recorders
47-4011.00,Construction and Building Inspectors,Power meters
47-4011.00,Construction and Building Inspectors,Electronic measuring probes
47-4011.00,Construction and Building Inspectors,Scientific calculator
47-4011.00,Construction and Building Inspectors,Radon detectors
47-4011.00,Construction and Building Inspectors,Liquid leak detectors
47-4011.00,Construction and Building Inspectors,Remote reading thermometers
47-4011.00,Construction and Building Inspectors,Scanners
47-4011.00,Construction and Building Inspectors,Screwdrivers
47-4011.00,Construction and Building Inspectors,Shovels
47-4011.00,Construction and Building Inspectors,Spectrometers
47-4011.00,Construction and Building Inspectors,Stud finders
47-4011.00,Construction and Building Inspectors,Tablet computers
47-4011.00,Construction and Building Inspectors,Tape measures
47-4011.00,Construction and Building Inspectors,Temperature humidity testers
47-4011.00,Construction and Building Inspectors,Theodolites
47-4011.00,Construction and Building Inspectors,Level sensors or transmitters
47-4011.00,Construction and Building Inspectors,Two way radios
47-4011.00,Construction and Building Inspectors,Ultrasonic examination equipment
47-4011.00,Construction and Building Inspectors,Vibration testers
47-4011.00,Construction and Building Inspectors,Digital camcorders or video cameras
47-4011.00,Construction and Building Inspectors,Ammeters
47-4011.00,Construction and Building Inspectors,Voltage or current meters
47-4011.00,Construction and Building Inspectors,Pressure indicators
47-4011.00,Construction and Building Inspectors,Water analyzers
47-4011.00,Construction and Building Inspectors,Computer aided design CAD software
47-4011.00,Construction and Building Inspectors,Compliance software
47-4011.00,Construction and Building Inspectors,Calendar and scheduling software
47-4011.00,Construction and Building Inspectors,Data base user interface and query software
47-4011.00,Construction and Building Inspectors,Electronic mail software
47-4011.00,Construction and Building Inspectors,Geographic information system
47-4011.00,Construction and Building Inspectors,Word processing software
47-4011.00,Construction and Building Inspectors,Internet browser software
47-4011.00,Construction and Building Inspectors,Accounting software
47-4011.00,Construction and Building Inspectors,Spreadsheet software
47-4011.00,Construction and Building Inspectors,Office suite software
47-4011.00,Construction and Building Inspectors,Presentation software
47-4011.00,Construction and Building Inspectors,Project management software
47-4011.00,Construction and Building Inspectors,Data base reporting software
47-4011.00,Construction and Building Inspectors,Enterprise resource planning ERP software
47-4011.00,Construction and Building Inspectors,Map creation software
47-4011.00,Construction and Building Inspectors,Procurement software
47-4011.01,Energy Auditors,Air velocity and temperature monitors
47-4011.01,Energy Auditors,Leak testing equipment
47-4011.01,Energy Auditors,Single gas monitors
47-4011.01,Energy Auditors,Carbon monoxide analyzer
47-4011.01,Energy Auditors,Combustible or hazardous gas detectors for power generators
47-4011.01,Energy Auditors,Scanners
47-4011.01,Energy Auditors,Portable data input terminals
47-4011.01,Energy Auditors,Heat tracing equipment
47-4011.01,Energy Auditors,Multimeters
47-4011.01,Energy Auditors,Digital cameras
47-4011.01,Energy Auditors,Digital camcorders or video cameras
47-4011.01,Energy Auditors,Circuit tracers
47-4011.01,Energy Auditors,Power meters
47-4011.01,Energy Auditors,Temperature or humidity surface observing apparatus
47-4011.01,Energy Auditors,Multi gas monitors
47-4011.01,Energy Auditors,Handheld thermometer
47-4011.01,Energy Auditors,Catalytic combustion analyzers
47-4011.01,Energy Auditors,Infrared imagers
47-4011.01,Energy Auditors,Solar radiation surface observing apparatus
47-4011.01,Energy Auditors,Notebook computers
47-4011.01,Energy Auditors,Lux or light meter
47-4011.01,Energy Auditors,Manometers
